Statistics for ICV command estimator.  Version 7
Master: RHEL64 Q-2019.12-SP2-4.5500898 2020/04/25 
Run date: 2020-06-01
Turbo=lite
DMEM: 199 174 16 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _empty_layer
CMEM: 199 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 189.17 0.01 0.00 NO_RULE
DMEM: 203 199 16 1048576:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _grid_check_hierarchy
DMEM: 208 199 16 1048576:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _generate_sibling_refref
DMEM: 210 199 16 1048576:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _optimize_hierarchy_tree
DMEM: 241 199 16 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _empty_layer
DMEM: 243 199 16 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _empty_layer
DMEM: 246 199 1 1048576:209757320 0:0 5592:5592 0:0 5592:5592 5592:5592 5592:5592 16:4:0:4 _create_layer_dp
DMEM: 272 199 1 1048576:209757320 0:0 175824:255021 0:0 175824:226864 175824:255021 175824:226864 16:4:0:4 _create_layer_dp
DMEM: 293 199 1 1048576:209757320 0:0 286745:462573 0:0 286745:462573 286745:462573 286745:462573 16:4:0:4 _create_layer_dp
DMEM: 314 199 1 1048576:209757320 0:0 358439:638767 0:0 358439:638767 358439:638767 358439:638767 16:4:0:4 _create_layer_dp
DMEM: 335 199 1 1048576:209757320 0:0 182615:290625 0:0 182615:290625 182615:290625 182615:290625 16:4:0:4 _create_layer_dp
DMEM: 356 199 1 1048576:209757320 0:0 255335:434793 0:0 255335:434793 255335:434793 255335:434793 16:4:0:4 _create_layer_dp
DMEM: 377 199 1 1048576:209757320 0:0 108067:180791 0:0 108067:180791 108067:180791 108067:180791 16:4:0:4 _create_layer_dp
DMEM: 398 199 1 1048576:209757320 0:0 101236:172950 0:0 101236:172950 101236:172950 101236:172950 16:4:0:4 _create_layer_dp
DMEM: 419 199 1 1048576:209757320 0:0 108063:136583 0:0 108063:136583 108063:136583 108063:136583 16:4:0:4 _create_layer_dp
DMEM: 440 199 1 1048576:209757320 0:0 62645:76030 0:0 62645:76030 62645:76030 62645:76030 16:4:0:4 _create_layer_dp
DMEM: 461 199 1 1048576:209757320 0:0 108063:119343 0:0 108063:119343 108063:119343 108063:119343 16:4:0:4 _create_layer_dp
DMEM: 482 199 1 1048576:209757320 0:0 22620:33581 0:0 22620:33581 22620:33581 22620:33581 16:4:0:4 _create_layer_dp
DMEM: 503 199 1 1048576:209757320 0:0 105809:109023 0:0 105809:109023 105809:109023 105809:109023 16:4:0:4 _create_layer_dp
DMEM: 524 199 1 1048576:209757320 0:0 14585:17799 0:0 14585:17799 14585:17799 14585:17799 16:4:0:4 _create_layer_dp
DMEM: 545 199 1 1048576:209757320 0:0 1703856:1703856 0:0 1703856:1703856 1703856:1703856 1703856:1703856 16:4:0:4 _create_layer_dp
DMEM: 566 199 1 1048576:209757320 0:0 7475:7475 0:0 7475:7475 7475:7475 7475:7475 16:4:0:4 _create_layer_dp
DMEM: 587 199 1 1048576:209757320 0:0 0:0 0:0 0:0 0:0 0:0 16:4:0:4 _create_layer_dp
DMEM: 608 199 1 1048576:209757320 0:0 0:0 0:0 0:0 0:0 0:0 16:4:0:4 _create_layer_dp
DMEM: 629 199 1 1048576:209757320 0:0 25223:25223 0:0 25223:25223 25223:25223 25223:25223 16:4:0:4 _create_layer_dp
DMEM: 650 199 1 1048576:209757320 0:0 0:0 0:0 0:0 0:0 0:0 16:4:0:4 _create_layer_dp
DMEM: 671 199 1 1048576:209757320 0:0 0:0 0:0 0:0 0:0 0:0 16:4:0:4 _create_layer_dp
CMEM: 208 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 156.55 0.15 0.08 NO_RULE
CMEM: 608 0:0 0:0 0:0 0:0 0:0 0:0 0:0 3:1:0:1 156.54 0.27 0.07 NO_RULE
CMEM: 566 0:0 1191:1815 1191:1815 1191:1815 1191:1815 1191:1815 1191:1815 3:3:0:3 158.26 0.33 0.08 NO_RULE
CMEM: 587 0:0 0:0 0:0 0:0 0:0 0:0 0:0 3:1:0:1 10.23 0.04 0.01 NO_RULE
CMEM: 524 0:0 1017:1606 1017:1606 1017:1162 1017:1162 1017:1606 1017:1162 3:3:0:3 157.43 0.38 0.14 NO_RULE
CMEM: 482 0:0 1596:3092 1596:3092 1596:2509 1596:2509 1596:3092 1596:2509 3:3:0:3 156.79 0.45 0.18 NO_RULE
CMEM: 671 0:0 0:0 0:0 0:0 0:0 0:0 0:0 3:1:0:1 10.23 0.05 0.01 NO_RULE
CMEM: 503 0:0 1770:3540 1770:3540 1770:3540 1770:3540 1770:3540 1770:3540 3:3:0:3 157.39 0.49 0.18 NO_RULE
CMEM: 246 0:0 18855:18867 18855:18867 18855:18867 18855:18867 18855:18867 18855:18867 3:3:0:3 13.76 0.13 0.06 NO_RULE
CMEM: 243 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 157.21 0.01 0.00 NO_RULE
CMEM: 241 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 158.09 0.00 0.00 NO_RULE
CMEM: 203 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 8.14 0.00 0.00 NO_RULE
CMEM: 440 0:0 2463:6271 2463:6271 2031:4890 2031:4890 2463:6271 2031:4890 3:3:0:3 156.55 0.51 0.23 NO_RULE
CMEM: 650 0:0 0:0 0:0 0:0 0:0 0:0 0:0 3:1:0:1 10.23 0.04 0.01 NO_RULE
CMEM: 419 0:0 1965:3942 1965:3942 1965:3942 1965:3942 1965:3942 1965:3942 3:3:0:3 32.89 0.28 0.17 NO_RULE
CMEM: 461 0:0 1851:3714 1851:3714 1851:3714 1851:3714 1851:3714 1851:3714 3:3:0:3 32.58 0.40 0.18 NO_RULE
CMEM: 210 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 9.14 0.60 0.16 NO_RULE
DMEM: 219 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _hierarchy_cleanup
DMEM: 256 210 16 540672:0 18855:18855 18855:18855 18855:18855 18855:18855 18855:18855 18855:18855 1:1:0:1 _optimize_layer_dp
DMEM: 261 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 266 210 16 540672:0 12:12 12:12 12:12 12:12 12:12 12:12 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 424 210 16 540672:0 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1:1:0:1 _optimize_layer_dp
DMEM: 429 210 16 540672:0 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 434 210 16 540672:0 12:12 12:12 12:12 12:12 12:12 12:12 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 445 210 16 540672:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _optimize_layer_dp
DMEM: 450 210 16 540672:0 2031:2031 2031:2031 2031:2031 2031:2031 2031:2031 2031:2031 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 455 210 16 540672:0 1777:1777 1777:1777 1777:1777 1777:1777 1777:1777 1777:1777 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 466 210 16 540672:0 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1:1:0:1 _optimize_layer_dp
DMEM: 471 210 16 540672:0 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 476 210 16 540672:0 12:12 12:12 12:12 12:12 12:12 12:12 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 487 210 16 540672:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _optimize_layer_dp
DMEM: 492 210 16 540672:0 1596:1596 1596:1596 1596:1596 1596:1596 1596:1596 1596:1596 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 497 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 508 210 16 540672:0 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1:1:0:1 _optimize_layer_dp
DMEM: 513 210 16 540672:0 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 518 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 529 210 16 540672:0 589:589 589:589 145:145 145:145 589:589 145:145 1:1:0:1 _optimize_layer_dp
DMEM: 534 210 16 540672:0 1017:1017 1017:1017 1017:1017 1017:1017 1017:1017 1017:1017 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 539 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 571 210 16 540672:0 624:624 624:624 624:624 624:624 624:624 624:624 1:1:0:1 _optimize_layer_dp
DMEM: 576 210 16 540672:0 1191:1191 1191:1191 1191:1191 1191:1191 1191:1191 1191:1191 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 581 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 592 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_layer_dp
DMEM: 597 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 602 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_unmerged_layer_dp
DMEM: 613 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_layer_dp
DMEM: 618 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 623 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_unmerged_layer_dp
DMEM: 655 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_layer_dp
DMEM: 660 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 665 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_unmerged_layer_dp
DMEM: 676 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_layer_dp
DMEM: 681 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 686 210 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _optimize_unmerged_layer_dp
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 156.37 0.21 0.00 NO_RULE
CMEM: 398 0:0 3514:8502 3514:8502 3514:6598 3514:6598 3514:8502 3514:6598 3:3:0:3 158.24 0.76 0.40 NO_RULE
DMEM: 403 398 16 540672:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _optimize_layer_dp
DMEM: 408 398 16 540672:0 3514:3514 3514:3514 3514:3514 3514:3514 3514:3514 3514:3514 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 413 398 16 540672:0 1627:1627 1627:1627 1627:1627 1627:1627 1627:1627 1627:1627 1:1:0:1 _optimize_unmerged_layer_dp
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 156.36 0.22 0.00 NO_RULE
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 158.09 0.27 0.00 NO_RULE
CMEM: 629 0:0 63134:117544 63134:117544 63134:117544 63134:117544 63134:117544 63134:117544 3:3:0:3 25.65 0.39 0.16 NO_RULE
DMEM: 634 629 16 540672:0 63134:63134 63134:63134 63134:63134 63134:63134 63134:63134 63134:63134 1:1:0:1 _optimize_layer_dp
DMEM: 639 629 16 540672:0 54410:54410 54410:54410 54410:54410 54410:54410 54410:54410 54410:54410 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 644 629 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 1:1:0:1 _optimize_unmerged_layer_dp
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 156.61 0.25 0.00 NO_RULE
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 156.37 0.27 0.00 NO_RULE
CMEM: 377 0:0 2681:5374 2681:5374 2681:5374 2681:5374 2681:5374 2681:5374 3:3:0:3 160.29 0.78 0.36 NO_RULE
DMEM: 382 377 16 540672:0 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 1:1:0:1 _optimize_layer_dp
DMEM: 387 377 16 540672:0 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 392 377 16 540672:0 12:12 12:12 12:12 12:12 12:12 12:12 1:1:0:1 _optimize_unmerged_layer_dp
CMEM: 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 157.21 0.29 0.00 NO_RULE
CMEM: 272 0:0 45772:74056 45772:74056 10819:20998 10819:20998 45772:74056 10819:20998 3:3:0:3 156.54 0.81 0.49 NO_RULE
DMEM: 277 272 16 540672:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _optimize_layer_dp
DMEM: 282 272 16 540672:0 26652:26652 26652:26652 10819:10819 10819:10819 26652:26652 10819:10819 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 287 272 16 540672:0 1632:1632 1632:1632 1632:1632 1632:1632 1632:1632 1632:1632 1:1:0:1 _optimize_unmerged_layer_dp
CMEM: 655 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 156.48 0.08 0.03 NO_RULE
CMEM: 335 0:0 4300:8612 4300:8612 4300:8612 4300:8612 4300:8612 4300:8612 3:3:0:3 159.92 0.85 0.47 NO_RULE
DMEM: 340 335 16 540672:0 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 1:1:0:1 _optimize_layer_dp
DMEM: 345 335 16 540672:0 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 1:1:0:1 _optimize_unmerged_layer_dp
DMEM: 350 335 16 540672:0 12:12 12:12 12:12 12:12 12:12 12:12 1:1:0:1 _optimize_unmerged_layer_dp
CMEM: 676 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 160.00 0.10 0.04 NO_RULE
CMEM: 613 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 156.46 0.12 0.02 NO_RULE
CMEM: 592 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 156.73 0.11 0.03 NO_RULE
CMEM: 256 0:0 18855:18855 18855:18855 18855:18855 18855:18855 18855:18855 18855:18855 1:1:0:1 156.44 0.13 0.06 NO_RULE
CMEM: 508 0:0 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1770:1770 1:1:0:1 156.73 0.13 0.04 NO_RULE
CMEM: 571 0:0 624:624 624:624 624:624 624:624 624:624 624:624 1:1:0:1 156.45 0.15 0.04 NO_RULE
CMEM: 382 0:0 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 1:1:0:1 9.70 0.12 0.03 NO_RULE
CMEM: 424 0:0 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1:1:0:1 159.35 0.16 0.04 NO_RULE
CMEM: 466 0:0 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1:1:0:1 156.50 0.16 0.04 NO_RULE
CMEM: 403 0:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 9.58 0.13 0.03 NO_RULE
CMEM: 487 0:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 158.99 0.17 0.05 NO_RULE
CMEM: 445 0:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 157.19 0.17 0.03 NO_RULE
CMEM: 529 0:0 589:589 589:589 145:145 145:145 589:589 145:145 1:1:0:1 155.72 0.17 0.04 NO_RULE
CMEM: 455 0:0 1777:1777 1777:1777 1777:1777 1777:1777 1777:1777 1777:1777 2:1:0:1 156.70 0.18 0.10 NO_RULE
CMEM: 340 0:0 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 4300:4300 1:1:0:1 9.70 0.10 0.03 NO_RULE
CMEM: 219 5900:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 7.48 0.24 0.02 NO_RULE
DMEM: 222 219 16 540672:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 _update_and_pushdown_refref
DMEM: 6659 219 16 5900:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 _copy
DMEM: 9590 219 16 5900:0 0:0 0:0 0:0 0:0 0:0 0:0 2:0:0:0 _enclose
CMEM: 450 0:0 2031:2031 2031:2031 2031:2031 2031:2031 2031:2031 2031:2031 2:1:0:1 159.62 0.28 0.10 NO_RULE
CMEM: 471 0:0 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 1851:1851 2:1:0:1 157.21 0.28 0.10 NO_RULE
CMEM: 277 0:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 10.45 0.22 0.11 NO_RULE
CMEM: 429 0:0 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 1965:1965 2:1:0:1 156.21 0.29 0.12 NO_RULE
CMEM: 6659 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 7.20 0.01 0.00 NO_RULE
CMEM: 408 0:0 3514:3514 3514:3514 3514:3514 3514:3514 3514:3514 3514:3514 2:1:0:1 9.46 0.20 0.10 NO_RULE
CMEM: 9590 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 8.42 0.02 0.01 1066226697eaef10dd114768472dc289
CMEM: 387 0:0 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 2681:2681 2:1:0:1 10.81 0.20 0.10 NO_RULE
CMEM: 222 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 7.36 0.05 0.01 NO_RULE
DMEM: 701 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _internal_q
DMEM: 712 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _internal_q
DMEM: 723 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _find_wide_q
DMEM: 734 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _external_q
DMEM: 746 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _internal_q
DMEM: 892 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _internal_q
DMEM: 936 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _area_q
DMEM: 943 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _level_one_q
DMEM: 963 222 16 5900:0 45772:45772 45772:45772 8547:8547 8547:8547 45772:45772 8547:8547 1:1:0:1 _size_chain_q
DMEM: 2599 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _internal_q
DMEM: 2610 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _find_wide_q
DMEM: 2621 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _external_q
DMEM: 2765 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _internal_q
DMEM: 2809 222 16 5900:0 3361:5326 3361:5326 1965:3422 1965:3422 3361:5326 1965:3422 2:2:0:2 _external_q
DMEM: 2821 222 16 5900:0 3361:6042 3361:6042 2681:4138 2681:4138 3361:6042 2681:4138 2:2:0:2 _external_q
DMEM: 2833 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _area_q
DMEM: 2840 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _level_one_q
DMEM: 2860 222 16 5900:0 3361:3361 3361:3361 1457:1457 1457:1457 3361:3361 1457:1457 1:1:0:1 _size_chain_q
DMEM: 3263 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _internal_q
DMEM: 3274 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _find_wide_q
DMEM: 3285 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _external_q
DMEM: 3429 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _internal_q
DMEM: 3473 222 16 5900:0 2463:4428 2463:4428 1965:3047 1965:3047 2463:4428 1965:3047 2:2:0:2 _external_q
DMEM: 3485 222 16 5900:0 2463:4314 2463:4314 1851:2933 1851:2933 2463:4314 1851:2933 2:2:0:2 _external_q
DMEM: 3497 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _area_q
DMEM: 3504 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _level_one_q
DMEM: 3524 222 16 5900:0 2463:2463 2463:2463 1082:1082 1082:1082 2463:2463 1082:1082 1:1:0:1 _size_chain_q
DMEM: 3927 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _internal_q
DMEM: 3938 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _find_wide_q
DMEM: 3949 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _external_q
DMEM: 4093 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _internal_q
DMEM: 4137 222 16 5900:0 1770:3266 1770:3266 1770:2683 1770:2683 1770:3266 1770:2683 2:2:0:2 _external_q
DMEM: 4149 222 16 5900:0 1851:3347 1851:3347 1851:2764 1851:2764 1851:3347 1851:2764 2:2:0:2 _external_q
DMEM: 4161 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _area_q
DMEM: 4168 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _level_one_q
DMEM: 4188 222 16 5900:0 1496:1496 1496:1496 913:913 913:913 1496:1496 913:913 1:1:0:1 _size_chain_q
DMEM: 4591 222 16 5900:0 589:589 589:589 145:145 145:145 589:589 145:145 1:1:0:1 _internal_q
DMEM: 4602 222 16 5900:0 589:589 589:589 145:145 145:145 589:589 145:145 1:1:0:1 _find_wide_q
